epoch=1, lr=1.000000e-03, train_total=0.3854929, train_mask=0.0000000, val_total=0.2281392, val_nmse=0.2281392, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=15, lr=1.000000e-03, train_total=0.1710637, train_mask=0.0000000, val_total=0.1738747, val_nmse=0.1738747, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=16, lr=1.000000e-03, train_total=0.1693320, train_mask=0.0000000, val_total=0.1725567, val_nmse=0.1725567, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=17, lr=1.000000e-03, train_total=0.1689986, train_mask=0.0000000, val_total=0.1753235, val_nmse=0.1753235, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=18, lr=1.000000e-03, train_total=0.1693853, train_mask=0.0000000, val_total=0.1752918, val_nmse=0.1752918, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=19, lr=1.000000e-03, train_total=0.1676796, train_mask=0.0000000, val_total=0.1736404, val_nmse=0.1736404, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=20, lr=1.000000e-03, train_total=0.1670132, train_mask=0.0000000, val_total=0.1723470, val_nmse=0.1723470, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=21, lr=1.000000e-03, train_total=0.1672275, train_mask=0.0000000, val_total=0.1794178, val_nmse=0.1794178, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=22, lr=1.000000e-03, train_total=0.1671264, train_mask=0.0000000, val_total=0.1676903, val_nmse=0.1676903, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=23, lr=1.000000e-03, train_total=0.1646273, train_mask=0.0000000, val_total=0.1720079, val_nmse=0.1720079, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=24, lr=1.000000e-03, train_total=0.1649951, train_mask=0.0000000, val_total=0.1662722, val_nmse=0.1662722, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=25, lr=1.000000e-03, train_total=0.1648105, train_mask=0.0000000, val_total=0.1841708, val_nmse=0.1841708, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=26, lr=1.000000e-03, train_total=0.1649224, train_mask=0.0000000, val_total=0.1651892, val_nmse=0.1651892, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=27, lr=1.000000e-03, train_total=0.1650613, train_mask=0.0000000, val_total=0.1649161, val_nmse=0.1649161, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=28, lr=1.000000e-03, train_total=0.1644222, train_mask=0.0000000, val_total=0.1645573, val_nmse=0.1645573, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=29, lr=1.000000e-03, train_total=0.1638958, train_mask=0.0000000, val_total=0.1689732, val_nmse=0.1689732, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=30, lr=1.000000e-03, train_total=0.1624135, train_mask=0.0000000, val_total=0.1669865, val_nmse=0.1669865, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=31, lr=1.000000e-03, train_total=0.1627074, train_mask=0.0000000, val_total=0.1696637, val_nmse=0.1696637, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=32, lr=1.000000e-03, train_total=0.1631569, train_mask=0.0000000, val_total=0.1714305, val_nmse=0.1714305, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=33, lr=1.000000e-03, train_total=0.1622332, train_mask=0.0000000, val_total=0.1630316, val_nmse=0.1630316, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=34, lr=1.000000e-03, train_total=0.1631456, train_mask=0.0000000, val_total=0.1698177, val_nmse=0.1698177, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=35, lr=1.000000e-03, train_total=0.1619659, train_mask=0.0000000, val_total=0.1700824, val_nmse=0.1700824, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=36, lr=1.000000e-03, train_total=0.1621389, train_mask=0.0000000, val_total=0.1639186, val_nmse=0.1639186, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=37, lr=1.000000e-03, train_total=0.1615360, train_mask=0.0000000, val_total=0.1650041, val_nmse=0.1650041, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=38, lr=1.000000e-03, train_total=0.1625077, train_mask=0.0000000, val_total=0.1650741, val_nmse=0.1650741, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=39, lr=1.000000e-03, train_total=0.1612809, train_mask=0.0000000, val_total=0.1626654, val_nmse=0.1626654, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=40, lr=1.000000e-03, train_total=0.1616629, train_mask=0.0000000, val_total=0.1682054, val_nmse=0.1682054, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=41, lr=1.000000e-03, train_total=0.1605678, train_mask=0.0000000, val_total=0.1615312, val_nmse=0.1615312, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=42, lr=1.000000e-03, train_total=0.1604196, train_mask=0.0000000, val_total=0.1641882, val_nmse=0.1641882, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=43, lr=1.000000e-03, train_total=0.1610649, train_mask=0.0000000, val_total=0.1615238, val_nmse=0.1615238, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=44, lr=1.000000e-03, train_total=0.1604607, train_mask=0.0000000, val_total=0.1633478, val_nmse=0.1633478, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=45, lr=1.000000e-03, train_total=0.1600943, train_mask=0.0000000, val_total=0.1612183, val_nmse=0.1612183, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=46, lr=1.000000e-03, train_total=0.1606376, train_mask=0.0000000, val_total=0.1632818, val_nmse=0.1632818, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=47, lr=1.000000e-03, train_total=0.1594455, train_mask=0.0000000, val_total=0.1628934, val_nmse=0.1628934, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=48, lr=1.000000e-03, train_total=0.1605443, train_mask=0.0000000, val_total=0.1599270, val_nmse=0.1599270, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=49, lr=1.000000e-03, train_total=0.1597690, train_mask=0.0000000, val_total=0.1639977, val_nmse=0.1639977, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=50, lr=1.000000e-03, train_total=0.1593242, train_mask=0.0000000, val_total=0.1624737, val_nmse=0.1624737, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=51, lr=1.000000e-03, train_total=0.1598646, train_mask=0.0000000, val_total=0.1601911, val_nmse=0.1601911, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=52, lr=1.000000e-03, train_total=0.1591862, train_mask=0.0000000, val_total=0.1638568, val_nmse=0.1638568, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=53, lr=1.000000e-03, train_total=0.1586848, train_mask=0.0000000, val_total=0.1617538, val_nmse=0.1617538, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=54, lr=1.000000e-03, train_total=0.1593729, train_mask=0.0000000, val_total=0.1614209, val_nmse=0.1614209, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=55, lr=1.000000e-03, train_total=0.1583288, train_mask=0.0000000, val_total=0.1608524, val_nmse=0.1608524, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=56, lr=1.000000e-03, train_total=0.1587274, train_mask=0.0000000, val_total=0.1610968, val_nmse=0.1610968, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=57, lr=1.000000e-03, train_total=0.1589013, train_mask=0.0000000, val_total=0.1607053, val_nmse=0.1607053, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=58, lr=1.000000e-03, train_total=0.1586768, train_mask=0.0000000, val_total=0.1703737, val_nmse=0.1703737, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=59, lr=1.000000e-03, train_total=0.1585544, train_mask=0.0000000, val_total=0.1563794, val_nmse=0.1563794, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=60, lr=1.000000e-03, train_total=0.1588354, train_mask=0.0000000, val_total=0.1613004, val_nmse=0.1613004, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=61, lr=1.000000e-03, train_total=0.1588721, train_mask=0.0000000, val_total=0.1614456, val_nmse=0.1614456, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=62, lr=1.000000e-03, train_total=0.1587817, train_mask=0.0000000, val_total=0.1669772, val_nmse=0.1669772, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=63, lr=1.000000e-03, train_total=0.1580458, train_mask=0.0000000, val_total=0.1603003, val_nmse=0.1603003, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=64, lr=1.000000e-03, train_total=0.1576244, train_mask=0.0000000, val_total=0.1598157, val_nmse=0.1598157, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=65, lr=1.000000e-03, train_total=0.1579306, train_mask=0.0000000, val_total=0.1617142, val_nmse=0.1617142, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=66, lr=1.000000e-03, train_total=0.1580528, train_mask=0.0000000, val_total=0.1631085, val_nmse=0.1631085, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=67, lr=1.000000e-03, train_total=0.1575203, train_mask=0.0000000, val_total=0.1637005, val_nmse=0.1637005, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=68, lr=1.000000e-03, train_total=0.1571350, train_mask=0.0000000, val_total=0.1599182, val_nmse=0.1599182, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=69, lr=1.000000e-03, train_total=0.1577341, train_mask=0.0000000, val_total=0.1632312, val_nmse=0.1632312, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=70, lr=1.000000e-03, train_total=0.1576091, train_mask=0.0000000, val_total=0.1585366, val_nmse=0.1585366, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=71, lr=1.000000e-03, train_total=0.1575709, train_mask=0.0000000, val_total=0.1638407, val_nmse=0.1638407, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=72, lr=1.000000e-03, train_total=0.1580778, train_mask=0.0000000, val_total=0.1620404, val_nmse=0.1620404, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=73, lr=1.000000e-03, train_total=0.1581275, train_mask=0.0000000, val_total=0.1634614, val_nmse=0.1634614, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=74, lr=1.000000e-03, train_total=0.1574282, train_mask=0.0000000, val_total=0.1613074, val_nmse=0.1613074, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=75, lr=1.000000e-03, train_total=0.1571441, train_mask=0.0000000, val_total=0.1636233, val_nmse=0.1636233, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=76, lr=1.000000e-03, train_total=0.1566322, train_mask=0.0000000, val_total=0.1590881, val_nmse=0.1590881, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=77, lr=1.000000e-03, train_total=0.1571047, train_mask=0.0000000, val_total=0.1598962, val_nmse=0.1598962, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=78, lr=1.000000e-03, train_total=0.1568634, train_mask=0.0000000, val_total=0.1629335, val_nmse=0.1629335, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=79, lr=1.000000e-03, train_total=0.1571948, train_mask=0.0000000, val_total=0.1624957, val_nmse=0.1624957, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=80, lr=1.000000e-03, train_total=0.1570243, train_mask=0.0000000, val_total=0.1583909, val_nmse=0.1583909, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=81, lr=1.000000e-04, train_total=0.1462831, train_mask=0.0000000, val_total=0.1504402, val_nmse=0.1504402, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=82, lr=1.000000e-04, train_total=0.1450776, train_mask=0.0000000, val_total=0.1503582, val_nmse=0.1503582, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=83, lr=1.000000e-04, train_total=0.1442827, train_mask=0.0000000, val_total=0.1490444, val_nmse=0.1490444, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=84, lr=1.000000e-04, train_total=0.1437978, train_mask=0.0000000, val_total=0.1503837, val_nmse=0.1503837, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=85, lr=1.000000e-04, train_total=0.1444642, train_mask=0.0000000, val_total=0.1519123, val_nmse=0.1519123, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=86, lr=1.000000e-04, train_total=0.1437720, train_mask=0.0000000, val_total=0.1497605, val_nmse=0.1497605, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=87, lr=1.000000e-04, train_total=0.1436362, train_mask=0.0000000, val_total=0.1506296, val_nmse=0.1506296, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=88, lr=1.000000e-04, train_total=0.1434384, train_mask=0.0000000, val_total=0.1489526, val_nmse=0.1489526, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=89, lr=1.000000e-04, train_total=0.1431995, train_mask=0.0000000, val_total=0.1489636, val_nmse=0.1489636, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=90, lr=1.000000e-04, train_total=0.1431511, train_mask=0.0000000, val_total=0.1496517, val_nmse=0.1496517, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=91, lr=1.000000e-04, train_total=0.1432267, train_mask=0.0000000, val_total=0.1502148, val_nmse=0.1502148, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=92, lr=1.000000e-04, train_total=0.1424685, train_mask=0.0000000, val_total=0.1507711, val_nmse=0.1507711, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=93, lr=1.000000e-04, train_total=0.1428232, train_mask=0.0000000, val_total=0.1507333, val_nmse=0.1507333, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=94, lr=1.000000e-04, train_total=0.1426564, train_mask=0.0000000, val_total=0.1499338, val_nmse=0.1499338, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=95, lr=1.000000e-04, train_total=0.1425744, train_mask=0.0000000, val_total=0.1521640, val_nmse=0.1521640, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=96, lr=1.000000e-04, train_total=0.1424172, train_mask=0.0000000, val_total=0.1521236, val_nmse=0.1521236, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=97, lr=1.000000e-04, train_total=0.1418888, train_mask=0.0000000, val_total=0.1499383, val_nmse=0.1499383, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=98, lr=1.000000e-04, train_total=0.1424455, train_mask=0.0000000, val_total=0.1501554, val_nmse=0.1501554, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=99, lr=1.000000e-04, train_total=0.1424822, train_mask=0.0000000, val_total=0.1505200, val_nmse=0.1505200, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=100, lr=1.000000e-04, train_total=0.1420556, train_mask=0.0000000, val_total=0.1493542, val_nmse=0.1493542, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=101, lr=1.000000e-04, train_total=0.1422167, train_mask=0.0000000, val_total=0.1522008, val_nmse=0.1522008, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=102, lr=1.000000e-04, train_total=0.1417403, train_mask=0.0000000, val_total=0.1517522, val_nmse=0.1517522, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=103, lr=1.000000e-04, train_total=0.1420727, train_mask=0.0000000, val_total=0.1520324, val_nmse=0.1520324, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=104, lr=1.000000e-04, train_total=0.1415813, train_mask=0.0000000, val_total=0.1525059, val_nmse=0.1525059, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=105, lr=1.000000e-04, train_total=0.1413572, train_mask=0.0000000, val_total=0.1505159, val_nmse=0.1505159, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=106, lr=1.000000e-04, train_total=0.1416884, train_mask=0.0000000, val_total=0.1498584, val_nmse=0.1498584, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=107, lr=1.000000e-04, train_total=0.1417282, train_mask=0.0000000, val_total=0.1511762, val_nmse=0.1511762, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=108, lr=1.000000e-04, train_total=0.1412782, train_mask=0.0000000, val_total=0.1500632, val_nmse=0.1500632, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=109, lr=1.000000e-04, train_total=0.1416477, train_mask=0.0000000, val_total=0.1516086, val_nmse=0.1516086, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=110, lr=1.000000e-04, train_total=0.1411632, train_mask=0.0000000, val_total=0.1487917, val_nmse=0.1487917, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=111, lr=1.000000e-04, train_total=0.1412139, train_mask=0.0000000, val_total=0.1500548, val_nmse=0.1500548, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=112, lr=1.000000e-04, train_total=0.1405011, train_mask=0.0000000, val_total=0.1504250, val_nmse=0.1504250, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=113, lr=1.000000e-04, train_total=0.1411081, train_mask=0.0000000, val_total=0.1497102, val_nmse=0.1497102, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=114, lr=1.000000e-04, train_total=0.1408422, train_mask=0.0000000, val_total=0.1503120, val_nmse=0.1503120, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=115, lr=1.000000e-04, train_total=0.1408685, train_mask=0.0000000, val_total=0.1539850, val_nmse=0.1539850, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=116, lr=1.000000e-04, train_total=0.1409551, train_mask=0.0000000, val_total=0.1507616, val_nmse=0.1507616, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
epoch=117, lr=1.000000e-04, train_total=0.1410565, train_mask=0.0000000, val_total=0.1502014, val_nmse=0.1502014, val_mask=nan, val_clean=nan, gate=0.000000, lambda_mask=0.800000, train_avg_gamma=nan, val_avg_gamma=nan
